Locality,Locality_type,Sternberg_Map_No,Latitude,Longitude,UTM_East,UTM_North,Elevation_MASL,Locality_no,Formation,Elevation_TMP_DEM,Reference_Oldman_contact,Contact_elev_TMP_DEM,Height_Oldman_DPF,Height_PT,Height_LCZ,Strat_unit,Within_DPP,Within_DPP_vicinity,Within_map,Within_bonebed,Identification,Discovered_by,Date_discovered,Staked,Date_staked,Last_date_checked,References
U215,,,50.7689679847,-111.3670867004,474114,5624198,701.208,UAD Don,DPF,701.067932128906,Contact 106,658.793518066406,42.2744140625,,,DPF5,N,Y,Y,,Tyrannosauridae,Don Brinkman,2003-05-14,,,2003-09-27,
U216,,,50.8309485771,-111.320671005,477417,5631075,676.763,U216,DPF,NA,NA,NA,NA,,,,N,Y,N,,Hadrosauridae,Darren Tanke,2003-06-14,,,2003-09-26,
U217,,,50.8260818097,-111.3212765845,477372,5630534,666.815,U217,DPF,NA,NA,NA,NA,,,,N,Y,N,,Hadrosauridae,Paul Gignac,2003-06-14,,,2003-09-26,
U218,,,50.8310305981,-111.5918019152,458323,5631202,682.264,U218,DPF,682.90673828125,Contact 017,648.4369,34.46983828125,,,DPF4,Y,Y,Y,,Plesiosauria,Darren Tanke,Sometime in June 2003,,,2003-06-16,
U219,,,50.8286377544,-111.5883922743,458561,5630934,686.726,U219,DPF,686.824462890625,Contact 017,648.4369,38.387562890625,,,DPF4,Y,Y,Y,,Plesiosauria,Darren Tanke,Sometime in June 2003,,,2003-06-16,
U220,,,50.8131678433,-111.5976655589,457894,5629219,661.678,U220,DPF,660.902648925781,Contact 017,648.4369,12.465748925781,,,DPF2,Y,Y,Y,,Hadrosauridae,P. J. Currie,2003-06-16,,,2003-09-26,
U221,,,50.744085598,-111.5123116467,463854,5621492,674.22,Cerato,DPF,673.108581542969,Contact 182,667.899047851562,5.20953369140693,,,DPF1,Y,Y,Y,,Ceratopsidae,Darren Tanke,1999-08-28,,,2003-09-25,
U222,,,50.7264754861,-111.559667951,460498,5619558,698.47,U222,DPF,698.165954589844,Contact 190,668.9937,29.172254589844,,,DPF3,Y,Y,Y,,Hadrosauridae,Eva Koppelhus,2003-06-24,,,2003-09-26,
U223,,,50.814197047,-111.5880262836,458574,5629328,682.177,Ornitho,DPF,682.322570800781,Contact 017,648.4369,33.885670800781,,,DPF4,Y,Y,Y,,Ornithomimidae,Darren Tanke,2002-06-21,,,2003-09-26,
U224,,,50.8155553641,-111.5915069523,458330,5629481,674.867,TailHD,DPF,674.759094238281,Contact 017,648.4369,26.322194238281,,,DPF3,Y,Y,Y,,Hadrosauridae,Darren Tanke,2002-06-29,,,2003-09-26,
U225,,,50.7677485198,-111.3744510527,473594,5624065,713.076,,DPF,712.788208007812,Contact 103,658.635681152344,54.1525268554681,,,LCZ,Y,Y,Y,,Myledaphus,Darren Tanke,Sometime in June 2003,,,2003-09-27,
U226,,,50.7494959868,-111.5130794515,463804,5622094,663.114,U226,DPF,663.272094726562,Contact 140,661.007446289062,2.2646484375,,,DPF1,Y,Y,Y,,Hadrosauridae,Darren Tanke,2003-06-27,,,2003-09-25,
U227,,,50.7415239564,-111.5078901584,464164,5621205,679.728,Myst02,DPF,678.42041015625,Contact 225,671.8,6.62041015625005,,,DPF1,Y,Y,Y,,Ceratopsidae,Darren Tanke,1997-08-24,,,2003-09-25,
U228,,,50.8055847999,-111.580254431,459114,5628366,690.906,U228,DPF,689.751831054688,Contact 010,646.677062988281,43.0747680664069,,,DPF5,Y,Y,Y,,Hadrosauridae,Darren Tanke,2003-06-27,,,2003-09-26,
U230,,,50.7570561035,-111.5337760409,462350,5622945,672,U230,DPF,673.437622070312,Contact 219,662.423156738281,11.014465332031,,,DPF2,Y,Y,Y,,Tyrannosauridae,Henk Godthelp,2004-06,,,2004-06-21,
U232,,,50.7347473888,-111.5543674961,460879,5620475,692,U232,DPF,700.01123046875,Contact 187,667.9216,32.08963046875,,,DPF3,Y,Y,Y,,Hadrosauridae,Eva Koppelhus,2004-06-22,,,2004-06-22,
U233,,,50.7332748005,-111.555781307,460778,5620312,690,U233,DPF,698.333862304688,Contact 190,668.9937,29.340162304688,,,DPF3,Y,Y,Y,,Ornithomimidae,P. J. Currie,2004-06-22,,,2004-06-22,
U234,,,50.7367220803,-111.5180273516,463445,5620676,684,U234,DPF,683.417602539062,Contact 195,669.764,13.653602539062,,,DPF2,Y,Y,Y,,Hadrosauridae?,P. J. Currie,2004-06-23,,,2004-06-23,
U236,,,50.742721871,-111.5053944856,464341,5621337,670.824,U236,DPF,671.445922851562,Contact 225,671.8,-0.354077148437909,,,DPF1,Y,Y,Y,,Hadrosauridae,Darla Zelenitsky,2005-05-09,,,2005-06-26,
U237,,,50.7408616342,-111.4924774927,465251,5621124,703.169,U237,DPF,702.815002441406,Contact 201,670.5576,32.257402441406,,,DPF4,Y,Y,Y,,Hadrosauridae,P. J. Currie,2002-05-14,,,2002-05-14,
U238,,,50.8178577426,-111.5896905792,458460,5629736,675,U238,DPF,667.2138671875,Contact 017,648.4369,18.7769671875,,,DPF3,Y,Y,Y,,Hadrosauridae,Angelica Barrera,2005-07-07,,,2005-07-07,
U239,,,50.7375555395,-111.5105256495,463975,5620765,683,U239,DPF,692.820373535156,Contact 155,662.1328,30.687573535156,,,DPF3,Y,Y,Y,,Hadrosauridae,Darren Tanke,2005-07-07,,,2005-07-07,
U240,,,50.7583319332,-111.4953120676,465064,5623068,667,U240,DPF,665.380676269531,Contact 110,659.349670410156,6.031005859375,,,DPF2,Y,Y,Y,,Crocodilia,Darren Tanke,2005-06-24,,,2005-06-24,
U241,,,50.7533631472,-111.4921692,465282,5622514,675,U241,DPF,670.522766113281,Contact 128,660.245727539062,10.277038574219,,,DPF2,Y,Y,Y,,Hadrosauridae,P. J. Currie,2005-07-05,,,2005-07-05,
U242,,,50.7415833483,-111.4811610701,466050,5621199,710,U242,DPF,707.250610351562,Contact 223,663.111,44.1396103515621,,,DPF4,Y,Y,Y,,Hadrosauridae,P. J. Currie,2005-07-05,,,2005-07-05,
U243,,,50.7573042866,-111.4895026406,465473,5622951,672,U243,DPF,671.166564941406,Contact 130,660.003234863281,11.163330078125,,,DPF2,Y,Y,Y,,Hadrosauridae,Eva Koppelhus,2005-07-08,,,2005-07-08,
U244,,,50.7861399634,-111.3656323064,474226,5626107,688,,DPF,704.439392089844,Contact 100,658.422424316406,46.016967773438,,,DPF3,Y,Y,Y,,Hadrosauridae,D. Tanke,2005-07-18,,,2005-07-18,
U245,,,50.7736112333,-111.4042807886,471494,5624728,,,DPF,691.329956054688,Contact 160,660.351806640625,30.978149414063,,,DPF3,N,Y,Y,,Hadrosauridae cf. Corythosaurus casuarius,P. J. Currie,2008-06-15,,,2008-06-15,
U248,,,50.7794191873,-111.3778916932,473358,5625364,666.2,,DPF,667.532897949219,Contact 106,658.793518066406,8.73937988281296,,,DPF2,Y,Y,Y,,Hadrosauridae,Darrin Molinaro,sometime in June 2008,,,,
U249,,,50.7794460734,-111.3779202781,473356,5625367,674.5,UAD Hadro Bill,DPF,666.346984863281,Contact 106,658.793518066406,7.553466796875,,,DPF2,Y,Y,Y,,Hadrosauridae,Bill Spencer,,,,,
U250,,,50.8163299112,-111.5895009943,458472,5629566,678.9,,DPF,678.003540039062,Contact 017,648.4369,29.566640039062,,,DPF4,Y,Y,Y,,Hadrosauridae,Eva B. Koppelhus,2009-07-13,,,2009-07-13,
U251,,,50.8134158289,-111.5895778673,458464,5629242,683.2,,DPF,681.653564453125,Contact 017,648.4369,33.216664453125,,,DPF4,Y,Y,Y,,Hadrosauridae,Philip J. Currie,2009-07-13,,,2009-07-13,
U256,,,50.7617210845,-111.4371155935,469171,5623419,663.1,,DPF,667.278930664062,Contact 147,661.4158,5.86313066406206,,,DPF2,Y,Y,Y,,Hadrosauridae,,2013-05-29,,,,
U257,,,50.8154480816,-111.5788293759,459223,5629462,663.5,,DPF,665.082275390625,Contact 017,648.4369,16.645375390625,,,DPF2,Y,Y,Y,,Hadrosauridae,,2013-06-04,,,,
U261,,,50.7490098888,-111.4382304312,469084,5622006,674.5,,DPF,674.632751464844,Contact 158,660.995666503906,13.637084960938,,,DPF2,Y,Y,Y,,Hadrosauridae,J. Scott,2014-06-11,,,,
U263,,,50.7503212569,-111.428986188,469737,5622148,669,,DPF,671.956237792969,Contact 125,659.6274,12.328837792969,,,DPF1,Y,Y,Y,,Hadrosauridae,,2014-06-24,,,,
U264,,,50.8126735749,-111.3277280998,476911,5629045,701.5,,DPF,NA,NA,NA,NA,,,,N,Y,N,,Hadrosauridae,E. Koppelhus,2014-06-26,,,,
U265,,,50.8281456078,-111.8676242445,438895,5631073,665.5,,DPF,NA,NA,NA,NA,,,,N,N,N,,Hadrosauridae,E. Koppelhus,2015-05-22,,,,
U267,,,50.7417551989,-111.4895672766,465457,5621222,695.6,,DPF,696.191955566406,Contact 201,670.5576,25.634355566406,,,DPF3,Y,Y,Y,,Tyrannosauridae,Yuong-Nam,2015-06-17,,,,
U268,Q,,50.7658340368,-111.3741379912,473615,5623852,700.7,,DPF,701.180786132812,Contact 103,658.635681152344,42.5451049804681,,,DPF5,Y,Y,Y,,Styracosaurus albertensis?,,2017-05-26,,,,
U271,,,50.8240320583,-111.5975061001,457915,5630427,631,,Oldman?,662.06396484375,Contact 017,648.4369,13.62706484375,,,Oldman,Y,Y,Y,,cf Gorgosaurus,Tim?,Summer 2016,,,,
U273,,,50.7646878408,-111.4276570403,469840,5623745,669.8,,DPF,672.004028320312,Contact 125,659.6274,12.3766283203121,,,DPF2,Y,Y,Y,,Hadrosauridae,,2019-05-27,,,,
U274,,,50.765119399,-111.4445207518,468651,5623800,653.9,,DPF,654.0908203125,Contact 151,661.985534667969,-7.89471435546898,,,DPF1,Y,Y,Y,,Hadrosauridae,,2019-06-23,,,,
U275,,,50.7410540503552,-111.520640378151,463264,5621159,665.5,,Oldman,668.045288085938,Contact 232,664.387573242188,3.65771484375,,,Oldman,Y,Y,Y,,Hadrosauridae,,,,,,
U276,,,50.7643843921163,-111.484556935201,465827,5623736,662.9,,DPF,661.083190917969,Contact 116,659.519714355469,1.5634765625,,,DPF1,Y,Y,Y,,Hadrosauridae,,,,,,
U277,,,50.7392114837902,-111.491397286063,465326,5620940,694.4,,DPF,697.093872070312,Contact 201,670.5576,26.5362720703121,,,DPF3,Y,Y,Y,,Hadrosauridae,,,,,,
U278,,,50.7417847041836,-111.499573560372,464751,5621230,675.2,,DPF,678.123596191406,Contact 199,671.248474121094,6.87512207031205,,,DPF1,Y,Y,Y,,Hadrosauridae,,,,,,
U279,,,50.7427911239761,-111.491293020414,465336,5621338,689.7,,DPF,691.459411621094,Contact 201,670.5576,20.901811621094,,,DPF2,Y,Y,Y,,Hadrosauridae,,2021-07-14,,,,
U280,,,50.7411651049133,-111.493019233859,465213,5621158,701.5,,DPF,700.125915527344,Contact 201,670.5576,29.568315527344,,,DPF4,Y,Y,Y,,Hadrosauridae,,2022,,,,
U281,,,,,464527,5622550,675.7,,,673.95068359375,Contact 146,661.415832519531,12.534851074219,,,,,Y,,,Hadrosauridae; 6 bones,J. Acorn,,,,,
U283,,,,,465960,5622289,668.5,,,668.957824707031,Contact 223,663.111,5.84682470703103,,,,,Y,,,Adult hadrosaur; 6+ bones,R. Sissons,2023-06-16,,,,
U284,,,,,463390,5620796,681.6,,,684.913696289062,Contact 194,669.628479003906,15.285217285156,,,,,Y,,,5 hadrosaur caudals,E. Koppelhus,2023-06-20,,,,
U285,,,,,457883,5630157,657.1,,,658.294677734375,Contact 017,648.4369,9.85777773437496,,,,,Y,,,Adult hadrosaur; 11 caudals,J. Vipond; S. Vipond,2023-06-24,,,,
U286,,,,,,,,,,NA,NA,NA,NA,,,,,Y,,,Hadrosaurid skeleton,D. Tanke,2023,,,,
U287,,,,,461554,5619637,,,,NA,Contact 190,668.9937,NA,,,,,Y,,,Hadrosaurid articulated tail,L. Liboiron,2023,,,,
U288,,,,,464862,5620841,,,,690.02294921875,Contact 201,670.5576,19.46534921875,,,,,Y,,,Hadrosaur skeleton with skin; ‘Izzy’s Lizzy’,I. Walker,2022,,,,
U289,,,,,465415,5620826,,,,704.649353027344,Contact 201,670.5576,34.091753027344,,,,,Y,,,Ankylosaur skull,L. Liboiron,2023,,,,
U290,,,,,460898,5618458,,,,NA,NA,NA,NA,,,,,Y,,,Amiid skeleton,L. Liboiron,2023,,,,
U291,,,50.7737457798857,-111.457905611801,467713,5624765,663,,DPF,663.823913574219,BB078 (Eberth 1990),654.18,9.64391357421903,,,DPF2,Y,Y,Y,,Partial hadrosaur skeleton upside down near BB078,L.-P. Bateman; A. Mueller,2022-08-15,N,,2022-08-18,
U292,,,50.7738344245499,-111.458232673422,467690,5624775,665,,DPF,674.921203613281,BB078 (Eberth 1990),654.18,20.7412036132811,,,,,Y,,,Disarticulated hadrosaur skeleton,H. C. E. Larsson,2022-08-15,,,2022-08-19,
U293,,,,,467764,5624695,655,,,661.576477050781,BB078 (Eberth 1990),654.18,7.39647705078107,,,,,Y,,,Associated hadrosaur skeleton 2m above BB076,H. C. E. Larsson,2022-08-19,,,2022-08-19,
U294,,,,,465863,5621950,672,,DPF,673.864685058594,Contact 223,663.111,10.753685058594,,,,,Y,,,Ornithomimid articulated tail,H. C. E. Larsson et al.,2023-08-21,,,2023-08-23,
IE001,,,,,,,,Jenner Ferry,Oldman,NA,NA,NA,NA,,,Oldman,N,Y,N,,Stegoceras frontoparietal,,,N,,,
IE002,,,50.766657251058,-111.364076587985,474325,5623940,,,,729.996459960938,Contact 103,658.635681152344,71.360778808594,,,,,Y,,,Cryodrakon metacarpal IV,,1987,,,,
IE003,,,50.7631672979585,-111.372840597983,473705,5623555,,,,706.466491699219,Contact 033,655.827026367188,50.639465332031,,,,,Y,,,Dromaeosaurid vertebra in situ,,1987,,,,
IE004,,,50.7495926764942,-111.562324970235,460330,5622130,,,,658.674987792969,Contact 161,663.475341796875,-4.80035400390602,,,,,Y,,,Leidyosuchus dentary,,1987,,,,
IE005,,,50.8208608291402,-111.323143105822,477238,5629954,,,,NA,NA,NA,NA,,,,,Y,,,Styracosaurus albertensis partial parietal,,1988,,,,
IE006,,,50.7399748705972,-111.502190338592,464565,5621030,,,,672.2744140625,Contact 225,671.8,0.474414062500046,,,,,Y,,,Cryodrakon femur,,1988,,,,
IE007,,,50.7387817042745,-111.48665938657,465660,5620890,,,,704.873229980469,Contact 201,670.5576,34.315629980469,,,,,Y,,,Axestemys splendida costal,,1990,,,,
IE008,,,50.750954420096,-111.456449954572,467800,5622230,,,,687.234985351562,Contact 151,661.985534667969,25.2494506835931,,,,,Y,,,Caenagnathid sacrum,,1990,,,,
IE009,,,50.741008030795,-111.512759932412,463820,5621150,,,,668.1953125,Contact 155,662.1328,6.06251250000003,,,,,Y,,,Dromaeosaurid vertebra in situ,,1990,,,,
IE010,,,50.7351759215903,-111.509720387432,464030,5620500,,,,689.427429199219,Contact 202,671.2587,18.168729199219,,,,,Y,,,Ornithomimid metatarsal in situ,,1990,,,,
IE011,,,50.7605555101012,-111.484049503789,465860,5623310,,,,651.439636230469,Contact 116,659.519714355469,-8.080078125,,,,,Y,,,Ornithomimid vertebra in situ,,1990,,,,
IE012,,,50.7447131269907,-111.442499105781,468780,5621530,,,,705.963134765625,Contact 158,660.995666503906,44.967468261719,,,,,Y,,,Basilemys carapace fragment,,1992,,,,
IE013,,,50.7355312836569,-111.510716206786,463960,5620540,,,,699.140014648438,Contact 195,669.764,29.3760146484379,,,,,Y,,,Dromaeosaurid dorsal vertebra,,1997,,,,
IE014,,,50.7342729466888,-111.510560817621,463970,5620400,,,,702.159301757812,Contact 202,671.2587,30.9006017578121,,,,,Y,,,Dromaeosaurid right metatarsal II,,1997,,,,
IE015,,,50.7424053110648,-111.50994059935,464020,5621304,,,,674.976623535156,Contact 155,662.1328,12.843823535156,,,,,Y,,,Dromaeosaurid vertebra,,1997,,,,
IE016,,,50.7270075349078,-111.564959081476,460125,5619620,,,,715.440002441406,Contact 190,668.9937,46.446302441406,,,,,Y,,,Ornithomimid scapula,,1997,,,,
IE017,,,50.8166232876344,-111.591946306055,458300,5629600,,,,659.785766601562,Contact 017,648.4369,11.348866601562,,,,,Y,,,Axestemys sp fused hyo-hypoplastron,,1998,,,,
IE018,,,50.7361524550238,-111.491733723649,465300,5620600,,,,726.886169433594,Contact 201,670.5576,56.328569433594,,,,,Y,,,Dromaeosaurid left metatarsal II,,1998,,,,
IE019,,,50.7481935779291,-111.48970529587,465452,5621938,,,,675.78173828125,Contact 223,663.111,12.67073828125,,,,,Y,,,Cryodrakon wing phalanx,,1998,,,,
IE020,,,50.7515839020912,-111.456456076318,467800,5622300,,,,679.257568359375,Contact 151,661.985534667969,17.272033691406,,,,,Y,,,Leidyosuchus maxilla,,1998,,,,
IE021,,,50.7353004490686,-111.480388154381,466100,5620500,,,,726.991638183594,Contact 201,670.5576,56.434038183594,,,,,Y,,,Albertochampsa dentary fragment,,1999,,,,
IE022,,,50.7344011896034,-111.480378955919,466100,5620400,,,,736.3759765625,Contact 201,670.5576,65.8183765625,,,,,Y,,,Basilemys humerus,,1999,,,,
IE023,,,50.7434891896229,-111.521078407992,463235,5621430,,,,663.460510253906,Contact 234,663.029479980469,0.431030273437045,,,,,Y,,,Chasmosaurus russelli partial parietal,,1999,,,,
IE024,,,50.7450534260074,-111.513087591635,463800,5621600,,,,678.740417480469,Contact 182,667.899047851562,10.8413696289069,,,,,Y,,,Ornithomimid humerus in unnamed bonebed,,1999,,,,
IE025,,,50.7524330992488,-111.570014051709,459790,5622450,,,,683.174438476562,Contact 099,658.619323730469,24.5551147460931,,,,,Y,,,Ornithomimid fibula,,1999,,,,
IE026,,,50.8125209863231,-111.595783667416,458026,5629146,,,,665.771850585938,Contact 017,648.4369,17.3349505859379,,,,,Y,,,Champsosaur basicranium,,2000,,,,
IE027,,,50.7650258803928,-111.435941105279,469256,5623786,,,,683.065551757812,Contact 147,661.4158,21.6497517578121,,,,,Y,,,Ornithomimid metatarsal III in situ,,2001,,,,
IE028,,,50.7599540425757,-111.4859573632,465725,5623244,,,,664.168212890625,Contact 116,659.519714355469,4.64849853515602,,,,,Y,,,Chirostenotes ilium in situ,,2001,,,,
IE029,,,50.7647082283713,-111.369024338953,473975,5623725,,,,727.70263671875,Contact 103,658.635681152344,69.066955566406,,,,,Y,,,Kimurachelys maxilla in situ,,2002,,,,
IE030,,,,,,,,,,NA,NA,NA,NA,,,LCZ,,Y,,,Mosasaur teeth and vertebrae,,2002,,,,
IE031,,,50.7589151682137,-111.48708083927,465645,5623129,,,,664.866577148438,Contact 120,659.598327636719,5.26824951171898,,,,,Y,,,Cryodrakon ilium,,2004,,,,
IE032,,,50.7270838551062,-111.509349211482,464050,5619600,,,,NA,Contact 209,678.653137207031,NA,,,,,Y,,,Sturgeon cleithrum,,2004,,,,
IE033,,,50.7321758812747,-111.525118828557,462941,5620174,,,,671.169189453125,Contact 189,668.993713378906,2.17547607421898,,,,,Y,,,Stenonychosaurus metatarsal,,2004,,,,
IE034,,,50.7266693548045,-111.55862181109,460572,5619579,,,,700.734985351562,Contact 190,668.9937,31.7412853515621,,,,,Y,,,Ornithomimid metatarsal III,P. J. Currie,2005,,,,
IE035,,,50.7533115225357,-111.491615784842,465321,5622508,,,,669.983520507812,Contact 128,660.245727539062,9.73779296875,,,,,Y,,,Ornithomimid radius in situ,,2005,,,,
IE036,,,50.7504615936904,-111.516392874823,463571,5622203,,,,662.528930664062,Contact 224,660.6846,1.844330664062,,,,,Y,,,Cryodrakon metacarpal,,2005,,,,
IE037,,,50.7293113145751,-111.559035794277,460545,5619873,,,,696.37890625,Contact 190,668.9937,27.38520625,,,,,Y,,,Judithemys dentary,,2005,,,,
IE038,,,50.8185451343303,-111.574481087779,459532,5629804,,,,671.825256347656,Contact 017,648.4369,23.388356347656,,,,,Y,,,Palintropus sp B coracoid,,2005,,,,
IE039,,,50.8178111149222,-111.593565449811,458187,5629733,,,,664.771789550781,Contact 017,648.4369,16.334889550781,,,,,Y,,,Dromaeosaurid right coracoid in situ,,2005,,,,
IE040,,,50.8169175538607,-111.581715039565,459021,5629627,,,,667.539978027344,Contact 017,648.4369,19.1030780273439,,,,,Y,,,Dromaeosaurid left metatarsal II,,2005,,,,
IE041,,,50.7504792021138,-111.516478120981,463565,5622205,,,,662.534729003906,Contact 171,665.075256347656,-2.54052734375,,,,,Y,,,Stenonychosaurus astragalus and calcaneum,,2005,,,,
IE042,,,50.8161873519025,-111.578455240495,459250,5629544,,,,663.808166503906,Contact 017,648.4369,15.371266503906,,,,,Y,,,Citipes metatarsal III in situ,,2005,,,,
IE043,,,50.8202818325602,-111.588698957386,458532,5630005,,,,659.199890136719,Contact 017,648.4369,10.7629901367189,,,,,Y,,,Caenagnathid partial metatarsal,,2005,,,,
IE044,,,50.7558510988048,-111.505507514724,464343,5622797,675,,,674.262145996094,Contact 150,661.480590820312,12.7815551757819,,,,,Y,,,Ornithomimid dorsal vertebra,P. Bell,2005-09-29,,,,
IE045,,,50.74554594722,-111.560433883708,460460,5621679,,,,701.224609375,Contact 121,659.810424804688,41.414184570312,,,,,Y,,,Stenonychosaurus metatarsal II,D. Tanke,2006,,,,
IE046,,,50.7406106789084,-111.492276446672,465265,5621096,,,,704.623413085938,Contact 201,670.5576,34.065813085938,,,,,Y,,,Ornithomimid fibula,D. Tanke,2006,,,,
IE047,,,50.7633844275364,-111.383533479051,472951,5623583,,,,695.114074707031,Contact 157,661.868896484375,33.245178222656,,,,,Y,,,Leidyosuchus dentary in situ,,2006,,,,
IE048,,,50.7487353000308,-111.506054573288,464299,5622006,,,,663.915771484375,Contact 083,657.2258,6.68997148437495,,,,,Y,,,Axestemys sp hyo-hypoplastron,D. Brinkman,2006,,,,
IE049,,,50.7664334306602,-111.369477495409,473944,5623917,,,,707.057189941406,Contact 103,658.635681152344,48.421508789062,,,,,Y,,,Ornithomimid tibia,,2006,,,,
IE050,,,50.8138745476522,-111.575147715714,459481,5629285,,,DPF,685.253051757812,Contact 017,648.4369,36.816151757812,,,,Y,Y,Y,,Azhdarchid cf Cryodrakon cervical,P. Bell,2006-08-14,N,,,
IE051,,,50.7458101468125,-111.524916975383,462966,5621690,662,,DPF,664.480895996094,Contact 237,667.186462402344,-2.70556640625,,,DPF1,Y,Y,Y,,Centrosaurus postorbital,P. Bell,,N,,,
IE052,,,50.7363727363028,-111.509549152954,464043,5620633,,,,681.39990234375,Contact 202,671.2587,10.14120234375,,,,,Y,,,Ornithomimid anterior caudal,,2007,,,,
IE053,,,50.8147258395,-111.5721062737,459696,5629378,679.9,,DPF,680.683959960938,Contact 017,648.4369,32.2470599609379,,,DPF4,Y,Y,Y,,Centrosaurus postorbital,,2007,,,,
IE054,,,50.7508847206765,-111.495559510832,465041,5622240,,,,668.453308105469,Contact 146,661.415832519531,7.03747558593796,,,,,Y,,,Dromaeosaurid dorsal vertebra,,2007,,,,
IE055,,,50.7404721585083,-111.50365541222,464462,5621086,,,,678.662170410156,Contact 199,671.248474121094,7.41369628906205,,,,,Y,,,Ornithomimid metatarsal in situ,,2007,,,,
IE056,,,50.73224627504,-111.56767187078,459938,5620204,,,,691.522705078125,Contact 139,660.815246582031,30.707458496094,,,,,Y,,,Leidyosuchus incomplete dentary in situ,,2007,,,,
IE057,,,50.7820382006367,-111.48438474458,465852,5625699,,,,649.314331054688,Contact 054,654.833251953125,-5.51892089843705,,,,,Y,,,Caenagnathid vertebra in situ,,2007,,,,
IE058,,,50.7426697803134,-111.513203272224,463790,5621335,,,DPF,666.665222167969,Contact 238,660.914184570312,5.75103759765693,,,,,Y,,,Caenagnathid sacrum,V. Arbour; M. James,2007-06-02,N,,,
IE059,,,50.7486749991479,-111.488562155571,465533,5621991,,,,676.759216308594,Contact 217,662.5041,14.255116308594,,,,,Y,,,Caenagnathid dorsal,J. Patterson,2007-06-04,,,,
IE060,,,50.8152957557546,-111.585925017522,458723,5629449,,,DPF,683.022766113281,Contact 017,648.4369,34.585866113281,,,DPF4,Y,Y,Y,,Chasmosaurus belli parietal bar,,2008,,,,
IE061,,,50.7525218421318,-111.464885741643,467206,5622408,,,,670.194213867188,Contact 222,665.3928,4.80141386718799,,,,,Y,,,Ornithomimid metatarsal,,2008,,,,
IE062,,,50.7417731538444,-111.402589309819,471594,5621187,,,DPF,671.344604492188,Contact 184,668.073425292969,3.27117919921898,,,DPF1,Y,Y,Y,,Centrosaurus postorbital,D. Tanke,2008,,,,
IE063,,,50.7768864646502,-111.408918611382,471169,5625094,,,,696.807434082031,Contact 160,660.351806640625,36.455627441406,,,,,Y,,,Ornithomimid ilium,P. Bell,2008-06-13,,,,
IE064,,,50.8168291128,-111.5832186653,458915,5629618,672.6,,DPF,671.798461914062,Contact 017,648.4369,23.361561914062,,,DPF3,Y,Y,Y,,Champsosaurus partial skull roof,P. J. Currie,2008-06-19,N,,,
IE065,,,50.7715836488788,-111.400278242753,471775,5624501,690,,,689.025573730469,Contact 157,661.868896484375,27.156677246094,,-5,,,Y,,,Ornithomimid left Metatarsal III ex situ,H. Larsson,2010-05-26,,,,Likely from BB 2m upslope itself 5m below LCZ
IE066,,,50.7474855357793,-111.497635624654,464892,5621863,,,,682.397521972656,Contact 153,662.098876953125,20.298645019531,,,,,Y,,,Stenonychosaurus frontal in situ,D. Tanke,2011,,,,
IE067,,,50.7406485179268,-111.504465132583,464405,5621106,,,,687.029663085938,Contact 225,671.8,15.229663085938,,,,,Y,,,Ornithomimid proximal caudal in situ,,2011,,,,
IE068,,,50.7582427966938,-111.591634850468,458270,5623108,,,,NA,NA,NA,NA,,,,,Y,,,Albertochampsa dentary,,2012,,,,
IE069,,,50.7686459725141,-111.404620875449,471467,5624176,,,,659.577758789062,Contact 160,660.351806640625,0.3,,,,,Y,,,Mercuriceratops squamosal,S. Owen-Kagan,2012-04-07,,,,
IE070,,,50.7496182592633,-111.41701597214,470581,5622065,654,,DPF,669.820556640625,Contact 127,660.0668,9.75375664062506,,,DPF2,Y,Y,Y,,Centrosaurus parietal process,M. Burns,2013-05-23,N,,,
IE071,,,50.7722652754442,-111.454756942913,467934,5624599,649,,,652.910339355469,BB078 (Eberth 1990),654.18,-1.26966064453097,,,,,Y,,,Ornithomimid left ilium,M. Burns; G. Bradley,2013-05-28,,,,
IE072,,,50.7635647502757,-111.427377395521,469859,5623620,,,,674.128784179688,Contact 127,660.0668,14.061984179688,,,,,Y,,,Ornithomimid ischium,S. Moller,2013-05-30,,,,
IE073,,,50.7286832878123,-111.556846317763,460699,5619802,,,,693.600952148438,Contact 190,668.9937,24.607252148438,,,,,Y,,,Ornithomimid metatarsal III in situ,,2014,,,,
IE074,,,50.7862654146825,-111.365775146587,474216,5626121,,,,706.026245117188,Contact 100,658.422424316406,47.6038208007819,,,,,Y,,,Ornithomimid right metatarsal IV,S. Persons,2014,,,,
IE075,,,50.7654146658838,-111.425635942985,469983,5623825,,,,685.035400390625,Contact 127,660.0668,24.9686003906251,,,,,Y,,,Ornithomimid tibia,G. Funston,2014-05-27,,,,
IE076,,,50.7383502978728,-111.404189708799,471479,5620807,700,,DPF,675.673583984375,Contact 178,666.168762207031,9.50482177734398,,,DPF3,Y,Y,Y,,Centrosaurus partial parietal,B. Stettner,2014-05-29,N,,,
IE077,,,50.774597601948,-111.389255685133,472554,5624832,,,,688.563049316406,Contact 157,661.868896484375,26.694152832031,,,,,Y,,,Ornithomimid metatarsal III,A. van der Reest,2014-05-30,,,,
IE078,,,50.7636830045397,-111.427009809446,469885,5623633,,,DPF,672.054626464844,Contact 127,660.0668,11.987826464844,,,DPF1,Y,Y,Y,,Citipes fused dentaries,,2014-06-04,,,,
